StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.2,Q2.3_1,Q2.3_2,Q2.3_5,Q2.3_7,Q2.3_8,Q2.3_9,Q2.3_10,Q2.3_11,Q2.3_13,Q2.3_14,Q2.3_13_TEXT,Q2.4#1_1_1,Q2.4#1_1_2,Q2.4#1_2_1,Q2.4#1_2_2,Q2.4#1_3_1,Q2.4#1_3_2,Q2.4#1_4_1,Q2.4#1_4_2,Q2.4#1_5_1,Q2.4#1_5_2,Q2.4#1_6_1,Q2.4#1_6_2,Q2.4#1_7_1,Q2.4#1_7_2,Q2.4#1_8_1,Q2.4#1_8_2,Q2.4#1_9_1,Q2.4#1_9_2,Q2.4#1_9_TEXT,Q2.4#1_10_1,Q2.4#1_10_2,Q2.5,Q2.6,Q2.7,Q2.8,Q2.9,Q2.10,Q2.11,Q3.2_1_1,Q3.2_1_2,Q3.2_2_1,Q3.2_2_2,Q3.2_3_1,Q3.2_3_2,Q3.2_4_1,Q3.2_4_2,Q3.2_5_1,Q3.2_5_2,Q3.2_5_TEXT,Q3.2_6_1,Q3.2_6_2,Q3.3_1_1,Q3.3_1_2,Q3.3_2_1,Q3.3_2_2,Q3.3_3_1,Q3.3_3_2,Q3.3_4_1,Q3.3_4_2,Q3.3_5_1,Q3.3_5_2,Q3.3_5_TEXT,Q4.2_1_1,Q4.2_1_2,Q4.2_2_1,Q4.2_2_2,Q4.2_3_1,Q4.2_3_2,Q4.2_4_1,Q4.2_4_2,Q4.2_5_1,Q4.2_5_2,Q4.2_6_1,Q4.2_6_2,Q4.2_7_1,Q4.2_7_2,Q4.2_7_TEXT,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.4_1,Q4.4_2,Q4.4_3,Q4.5_3,Q4.5_4,Q4.5_7,Q4.5_8,Q4.5_9,Q4.5_1,Q4.5_10,Q4.5_9_TEXT,Q5.2,Q5.3,Q5.3_6_TEXT,Q5.4,Q5.5,Q5.6_1,Q5.6_2,Q5.6_3,Q5.6_4,Q5.6_5,Q5.6_6,Q5.6_5_TEXT,Q5.7_1,Q5.7_2,Q5.7_3,Q5.7_4,Q5.7_9,Q5.7_10,Q5.7_11,Q5.7_12,Q5.7_11_TEXT,Q5.8,Q5.9,Q5.10,Q5.10_1_TEXT,Q6.2_10,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,Q6.2_7,Q6.2_8,Q6.2_9,Q6.2_9_TEXT,Q6.3,Q6.4_1,Q6.4_2,Q6.4_3,Q6.4_5,Q6.4_6,Q6.4_7,Q6.4_9,Q6.4_10,Q6.4_11,Q6.4_11_TEXT,Q6.5_1,Q6.5_2,Q6.5_3,Q6.5_4,Q6.5_5,Q7.2,Q7.3,Q7.4_2,Q7.4_3,Q7.4_4,Q7.4_5,Q7.4_6,Q7.4_7,Q7.4_1,Q7.4_1_TEXT,Q7.5,Q7.5_3_TEXT,Q7.6,Q7.7,Q7.8_1,Q7.8_2,Q7.8_3,Q7.8_4,Q7.8_5,Q7.8_6,Q7.8_7,Q7.8_8,Q7.8_7_TEXT,Q7.9,Q7.10
12/1/2020 10:44,12/1/2020 10:45,IP Address,22,82,FALSE,12/8/2020 10:45,R_2OZxspflflhLzsi,anonymous,EN,0.7,"Yes, Let's Go!",Private or shared yard,,"Public park, garden or orchard",,Nature / hiking trail,,"River, stream, canal or waterfall","Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,7 days,31min - 1hr,More time,More time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2020 10:33,12/8/2020 10:47,IP Address,100,822,TRUE,12/8/2020 10:47,R_2CjOYrwcizwrN0v,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,,"River, stream, canal or waterfall","Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,2-3 days,More than 1 hr,About the same time,More time,,More time,working from home,Before COVID-19,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Definitely,Somewhat,Somewhat,I don’t have enough time,,,,,,,,4-5 days,I have been working from home the whole time; I have not been on campus,,Less time,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",gather or meet with friends / workmates,rest / relax / read,,,,,I don't have enough time,,,,,,,,Definitely,,No,,I currently live by myself,,,,,,,,,,,Very frequently,,"Walking, hiking",,,"Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,,,,N/A or I don't know,N/A or I don't know,N/A or I don't know,Neither agree nor disagree,Neither agree nor disagree,Female,10 or more years,Full-time,,,,,,,,Hourly (Non-Exempt),,Never or rarely,"Small town or village (e.g., Trumansburg, Lansing)",,Hispanic or Latina/o,,,,,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
12/1/2020 10:44,12/1/2020 10:54,IP Address,78,574,FALSE,12/8/2020 10:54,R_21G3wflbbjXfKnI,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall",,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,,2-3 days,More than 1 hr,More time,More time,"Working away from home more, change in seasons",About the same time,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,During COVID-19,,,Before COVID-19,,Before COVID-19,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Definitely,Somewhat,Somewhat,I don’t have enough time,,,I have no one to go with; engage in outdoor activities with,,,,,2-3 days,Other (please specify):,"Primarily at home until July, then on campus 3 days a week",More time,About the same time,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",gather or meet with friends / workmates,,,,,,I don't have enough time,,,,,,,,Definitely,,No,,I currently live by myself,,,,,,,,,,,Rarely,,"Walking, hiking",,,"Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,,,,N/A or I don't know,Strongly disagree,N/A or I don't know,N/A or I don't know,N/A or I don't know,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2020 11:08,12/1/2020 11:16,IP Address,78,491,FALSE,12/8/2020 11:16,R_24cvruIRPwxRKkI,anonymous,EN,0.9,"Yes, Let's Go!",,,"Public park, garden or orchard",,Nature / hiking trail,,"River, stream, canal or waterfall",,,,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,,,,,,,,,,,4-6 days,More than 1 hr,About the same time,More time,,About the same time,,,,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,,,,Before COVID-19,During COVID-19,,,Before COVID-19,,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Definitely,Definitely,Definitely,,,,,,,Nothing / little prevents or limits me,,0 days,I have been working from home the whole time; I have not been on campus,,More time,,,,,,,I don't typically spend time outdoors in nature on campus,,,,,,,,,Nothing / Little prevents or limits me,,Somewhat,,No,,I currently live by myself,,,,,,,,,,,Never,,,,,,,,,,,N/A or I don't know,N/A or I don't know,N/A or I don't know,N/A or I don't know,N/A or I don't know,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2020 11:18,12/8/2020 11:25,IP Address,100,450,TRUE,12/8/2020 11:25,R_1GE28LZnVa4LKSD,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall",,,,,,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,Typically used or visited BEFORE COVID-19 emerged,,,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,,,,,,,2-3 days,15-30 min,About the same time,Less time,Weather ,About the same time,,Before COVID-19,,Before COVID-19,During COVID-19,,,,,,,,,,Before COVID-19,During COVID-19,Before COVID-19,,Before COVID-19,,,,,,,,,During COVID-19,Before COVID-19,,,During COVID-19,,,Before COVID-19,,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat,Somewhat,Somewhat,,,,I have no one to go with; engage in outdoor activities with,,,,,0 days,I have been working from home the whole time; I have not been on campus,,About the same,,,,,,,I don't typically spend time outdoors in nature on campus,,I am not interested in spending time outdoors in nature,,,,,,,,,Definitely,,Yes (what new activities),Spending time in my yard,,,,,,,,,Roommate / Friend,,,Occasionally,,,,,"Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",,,,,N/A or I don't know,Strongly agree,N/A or I don't know,Strongly agree,Neither agree nor disagree,Female,More than 2 but less than 5 years,,Part-time,,,,,,,Hourly (Non-Exempt),,Never or rarely,"Smaller city or urban center (e.g. Ithaca, Elmira)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
12/1/2020 11:23,12/1/2020 11:30,IP Address,15,388,FALSE,12/8/2020 11:30,R_12Qi9lGGRvj9jgO,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard","Botanical garden, arboretum or nature center",Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall","Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,7 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2020 11:27,12/1/2020 11:42,IP Address,78,921,FALSE,12/8/2020 11:43,R_29jnm0fcJK9uk4t,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall","Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,4-6 days,More than 1 hr,About the same time,More time,Less other things to do; safer to meet friends and family outdoors,Less time,See above,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,,,,,,Definitely,Definitely,Definitely,,,,,,,Nothing / little prevents or limits me,,1 day,I have been working from home the whole time; I have not been on campus,,More time,,,"take a walk, stroll or hike",,,,,,,,,,,,,Nothing / Little prevents or limits me,,Definitely,More time and less work,Yes (what new activities),Daily walks,,,,,,Partner/spouse,,,,,,Occasionally,,"Walking, hiking","Running, biking, rockclimbing","Kayaking, canoeing, boating, SUP, swimming","Gardening, birdwatching, fruit-picking","Relaxing, reading, picnicking",Camping,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2020 12:02,12/8/2020 12:10,IP Address,100,435,TRUE,12/8/2020 12:10,R_2pL7ba473iqD8Dg,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,Woodland or conservation area,,,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,7 days,31min - 1hr,More time,More time,"The feeling of being locked down during the spring, almost an anxiety, led me to be outside even more than I typically was.",About the same time,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,Before COVID-19,During COVID-19,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Definitely,Definitely,Definitely,,,,,,,Nothing / little prevents or limits me,,2-3 days,I have been working from home the whole time; I have not been on campus,,About the same,,eat lunch / take coffee break outdoors,,,,,,,,,,,,,,Nothing / Little prevents or limits me,,Somewhat,Making the time to go outside.,No,,I currently live by myself,,,,,,,,,,,Occasionally,,"Walking, hiking",,,,"Relaxing, reading, picnicking",,,,,N/A or I don't know,N/A or I don't know,N/A or I don't know,Strongly agree,Strongly agree,Female,10 or more years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,"Suburb or just outside an urban center (e.g, Cayuga Heights, East Ithaca)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.",No thanks!
12/8/2020 12:21,12/8/2020 12:36,IP Address,100,888,TRUE,12/8/2020 12:36,R_1jVX0HIc37yijNB,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard",,Nature / hiking trail,,"River, stream, canal or waterfall",,,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,4-6 days,31min - 1hr,More time,More time,"We had nothing to do in spring 2020 (for fun) inside our home.. normally, in those cold early spring days, we go places (dinners, movies, shopping)... but since none of those were open, we leaned into hiking a lot! So that was a hobby we had before, but we started hiking during a time when we previously had not (muddy, cold, rainy weather hiking!). Now that we've been in COVID for awhile... we are still hiking, we just kind of got busier in other ways. For instance, at Cornell, my falls are my busiest semester and then it's gotten progressively colder out... we are still hiking, it just feels a bit more of a chore. ",About the same time,,,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,,During COVID-19,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,,During COVID-19,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Definitely,Definitely,Definitely,,,,,Other barriers (please specify):,,,COLD WEATHER!!!! I am really struggling to stay motivated as it's getting colder out in CNY.,1 day,I have been working from home the whole time; I have not been on campus,,More time,,eat lunch / take coffee break outdoors,"take a walk, stroll or hike",gather or meet with friends / workmates,rest / relax / read,,,,,I don't have enough time,,,,,Other barriers (please specify): ,,"I have protection from weather, but the weather still occasionally prevents me from wanting to go out in it--it can be freezing and awful out!",Definitely,committing to it in my calendar; consistent good weather,Yes (what new activities),"I've been trying (not always succeeding) to make my cardio be outdoor walking and jogging regularly--on campus, I mostly went to the gym, since it was so early in the morning and weather... but I would like to use beebee lake, for instance, more regularly on campus instead of the gym",,,,,,Partner/spouse,,,,,,Occasionally,,"Walking, hiking",,"Kayaking, canoeing, boating, SUP, swimming",,,Camping,,,,N/A or I don't know,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Female,More than 2 but less than 5 years,Full-time,,,,,,,,Salaried (Exempt),,Never or rarely,"Smaller city or urban center (e.g. Ithaca, Elmira)",,,,,,White,,,,"If yes, please click here and enter your Cornell email address. This will be recorded in a google Form, separate from this survey so your survey responses will remain anonymous.","If yes, click here to enter your Cornell email address so we may contact you later. This will be recorded in a google Form, separate from this survey (and from the gift card draw form) so your survey responses will remain anonymous."
12/1/2020 12:43,12/1/2020 12:43,IP Address,4,13,FALSE,12/8/2020 12:43,R_ROXW1F3VQKOtJ7j,anonymous,EN,0.9,"Yes, Let's Go!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2020 13:07,12/1/2020 13:23,IP Address,78,960,FALSE,12/8/2020 13:23,R_1Qnp3Svok59Sdp3,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard","Botanical garden, arboretum or nature center",,Woodland or conservation area,,"Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,4-6 days,More than 1 hr,More time,More time,unscheduled time ,Less time,"unscheduled time, and since there is nothing else to do, go outside!",,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,,,,,,,During COVID-19,,During COVID-19,Before COVID-19,During COVID-19,,,,,,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,During COVID-19,Before COVID-19,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Definitely,Definitely,Somewhat,I don’t have enough time,,,,,,Nothing / little prevents or limits me,,2-3 days,I split my time between home and campus,,More time,More time,,"take a walk, stroll or hike",gather or meet with friends / workmates,,,,,,I don't have enough time,,,,,,Nothing / Little prevents or limits me,,Definitely,actually just getting in the mindset and being less scheduled,Yes (what new activities),hiking with the family ,,,,,,Partner/spouse,,Other family members,,,,Occasionally,,"Walking, hiking","Running, biking, rockclimbing","Kayaking, canoeing, boating, SUP, swimming","Gardening, birdwatching, fruit-picking",,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2020 9:27,12/1/2020 14:15,IP Address,35,17258,FALSE,12/8/2020 14:15,R_soJkqHDn87anH57,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio","Public park, garden or orchard","Botanical garden, arboretum or nature center",Nature / hiking trail,Woodland or conservation area,"River, stream, canal or waterfall","Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,1 day,31min - 1hr,More time,More time,I've gotten busier and the outdoor spaces are more crowded than they were,More time,I leave the house less than I used too,Before COVID-19,,Before COVID-19,During COVID-19,,,Before COVID-19,,Before COVID-19,,Camping,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2020 14:52,12/1/2020 14:58,IP Address,52,375,FALSE,12/8/2020 14:58,R_Ua8gsGhkvTHUt8Z,anonymous,EN,0.9,"Yes, Let's Go!",Private or shared yard,"Deck, balcony or patio",,,Nature / hiking trail,,,"Lake, pond or beach",,,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),Typically used or visited BEFORE COVID-19 emerged,Used or visited SINCE COVID-19 emerged (March 2020 - present),,,,,,7 days,More than 1 hr,About the same time,More time,More time,About the same time,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,,,,,,,,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,During COVID-19,Before COVID-19,,,,Before COVID-19,,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Definitely,Definitely,Definitely,,,,,,,Nothing / little prevents or limits me,,2-3 days,I worked primarily at home with occasional visits to campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
